178.512999773
         10135199 function calls (10083810 primitive calls) in 123.086 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        1    0.000    0.000    0.000    0.000 _import_tools.py:7(__init__)
       37    0.001    0.000    0.002    0.000 _inspect.py:118(getargspec)
       37    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       75    0.000    0.000    0.000    0.000 _inspect.py:150(strseq)
       29    0.001    0.000    0.003    0.000 _inspect.py:157(formatargspec)
        1    0.000    0.000    0.000    0.000 _inspect.py:160(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
       37    0.000    0.000    0.000    0.000 _inspect.py:24(isfunction)
       29    0.000    0.000    0.000    0.000 _inspect.py:37(iscode)
       29    0.001    0.000    0.001    0.000 _inspect.py:59(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:231(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:238(_ctypes)
        1    0.001    0.001    0.014    0.014 _internal.py:4(<module>)
        1    0.002    0.002    0.003    0.003 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:231(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:423(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.002    0.002    0.002    0.002 _mathtext_data.py:3(<module>)
        8    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(get_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:114(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.001    0.001    0.001    0.001 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:35(get_fig_manager)
        1    0.000    0.000    0.056    0.056 _pylab_helpers.py:46(destroy)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:84(has_fignum)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:91(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:98(get_num_fig_managers)
        1    0.000    0.000    0.000    0.000 _support.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       19    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
      363    0.002    0.000    0.002    0.000 _weakrefset.py:68(__contains__)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:77(add)
        5    0.000    0.000    0.002    0.000 abc.py:105(register)
       14    0.000    0.000    0.001    0.000 abc.py:128(__instancecheck__)
  332/326    0.004    0.000    0.008    0.000 abc.py:148(__subclasscheck__)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        6    0.001    0.000    0.003    0.001 abc.py:86(__new__)
       47    0.000    0.000    0.001    0.000 abc.py:89(<genexpr>)
        1    0.002    0.002    0.157    0.157 add_newdocs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:297(AFM)
        1    0.029    0.029    0.031    0.031 afm.py:35(<module>)
        1    0.000    0.000    0.000    0.000 anneal.py:115(cauchy_sa)
        1    0.000    0.000    0.000    0.000 anneal.py:128(boltzmann_sa)
        1    0.000    0.000    0.000    0.000 anneal.py:14(base_schedule)
        1    0.000    0.000    0.000    0.000 anneal.py:142(_state)
        1    0.000    0.000    0.000    0.000 anneal.py:5(<module>)
        1    0.000    0.000    0.000    0.000 anneal.py:92(fast_sa)
        1    0.000    0.000    0.000    0.000 arpack.py:139(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:147(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:164(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:231(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:304(_UnsymmetricArpackParams)
        1    0.002    0.002    0.002    0.002 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 array_printer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:384(FloatFormat)
        1    0.001    0.001    0.001    0.001 arrayprint.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:510(ComplexFormat)
        1    0.001    0.001    0.005    0.005 arraysetops.py:30(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.001    0.001    0.001    0.001 arrayterator.py:9(<module>)
        1    0.002    0.002    0.019    0.019 artist.py:1(<module>)
      100    0.010    0.000    0.600    0.006 artist.py:1127(setp)
       11    0.000    0.000    0.146    0.013 artist.py:1203(kwdoc)
      829    0.008    0.000    0.035    0.000 artist.py:139(convert_xunits)
      829    0.008    0.000    0.033    0.000 artist.py:149(convert_yunits)
      103    0.000    0.000    0.000    0.000 artist.py:157(set_axes)
     1362    0.011    0.000    0.016    0.000 artist.py:199(pchanged)
      102    0.000    0.000    0.000    0.000 artist.py:207(is_transform_set)
      346    0.003    0.000    0.007    0.000 artist.py:214(set_transform)
      409    0.001    0.000    0.001    0.000 artist.py:225(get_transform)
       25    0.000    0.000    0.000    0.000 artist.py:28(allow_rasterization)
      188    0.002    0.000    0.003    0.000 artist.py:36(before)
      158    0.001    0.000    0.001    0.000 artist.py:390(get_gid)
      140    0.001    0.000    0.002    0.000 artist.py:404(get_snap)
      188    0.002    0.000    0.003    0.000 artist.py:44(after)
      417    0.003    0.000    0.008    0.000 artist.py:444(set_figure)
        1    0.000    0.000    0.000    0.000 artist.py:454(set_clip_box)
      134    0.006    0.000    0.090    0.001 artist.py:463(set_clip_path)
       18    0.000    0.000    0.000    0.000 artist.py:516(get_alpha)
      218    0.001    0.000    0.001    0.000 artist.py:523(get_visible)
      108    0.000    0.000    0.000    0.000 artist.py:527(get_animated)
    188/1    0.006    0.000    7.767    7.767 artist.py:53(draw_wrapper)
      100    0.000    0.000    0.000    0.000 artist.py:539(get_clip_path)
      192    0.002    0.000    0.003    0.000 artist.py:562(_set_gc_clip)
      376    0.001    0.000    0.001    0.000 artist.py:572(get_rasterized)
      376    0.001    0.000    0.001    0.000 artist.py:589(get_agg_filter)
      466    0.007    0.000    0.012    0.000 artist.py:644(update)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
      201    0.002    0.000    0.004    0.000 artist.py:668(set_label)
        1    0.000    0.000    0.000    0.000 artist.py:679(get_zorder)
       96    0.001    0.000    0.002    0.000 artist.py:685(set_zorder)
       75    0.001    0.000    0.003    0.000 artist.py:695(update_from)
      386    0.005    0.000    0.005    0.000 artist.py:74(__init__)
        1    0.000    0.000    0.006    0.006 artist.py:773(ArtistInspector)
      111    0.002    0.000    0.644    0.006 artist.py:779(__init__)
      111    0.288    0.003    0.639    0.006 artist.py:796(get_aliases)
      394    0.011    0.000    0.027    0.000 artist.py:821(get_valid_values)
       11    0.018    0.002    0.039    0.004 artist.py:848(_get_setters_and_targets)
     9789    0.065    0.000    0.098    0.000 artist.py:877(is_alias)
      394    0.002    0.000    0.002    0.000 artist.py:886(aliased_name)
       11    0.006    0.001    0.076    0.007 artist.py:920(pprint_setters)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.010    0.010    0.156    0.156 axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:1031(set_anchor)
        1    0.000    0.000    0.000    0.000 axes.py:1086(apply_aspect)
      100    0.003    0.000    0.186    0.002 axes.py:1440(add_patch)
      100    0.005    0.000    0.107    0.001 axes.py:1458(_update_patch_limits)
      100    0.003    0.000    0.030    0.000 axes.py:1510(update_datalim)
        1    0.000    0.000    0.000    0.000 axes.py:154(_process_plot_var_args)
        2    0.000    0.000    0.000    0.000 axes.py:1541(_process_unit_info)
        1    0.000    0.000    0.000    0.000 axes.py:1592(get_autoscalex_on)
        1    0.000    0.000    0.000    0.000 axes.py:1598(get_autoscaley_on)
        2    0.000    0.000    0.000    0.000 axes.py:1613(set_autoscalex_on)
        2    0.000    0.000    0.000    0.000 axes.py:1621(set_autoscaley_on)
        2    0.000    0.000    0.000    0.000 axes.py:167(__init__)
        2    0.000    0.000    0.000    0.000 axes.py:172(set_color_cycle)
        2    0.000    0.000    0.005    0.002 axes.py:1766(autoscale_view)
        1    0.002    0.002    7.765    7.765 axes.py:1829(draw)
        1    0.000    0.000    0.000    0.000 axes.py:2013(grid)
        1    0.000    0.000    0.000    0.000 axes.py:2268(xaxis_inverted)
        1    0.000    0.000    0.000    0.000 axes.py:2273(get_xbound)
        1    0.000    0.000    0.002    0.002 axes.py:2286(set_xbound)
        3    0.000    0.000    0.000    0.000 axes.py:2311(get_xlim)
        1    0.000    0.000    0.002    0.002 axes.py:2317(set_xlim)
        1    0.000    0.000    0.000    0.000 axes.py:2402(get_xscale)
        1    0.000    0.000    0.001    0.001 axes.py:2425(get_xticks)
        1    0.000    0.000    0.002    0.002 axes.py:2429(set_xticks)
        1    0.000    0.000    0.018    0.018 axes.py:2447(get_xticklabels)
        1    0.000    0.000    0.001    0.001 axes.py:2452(set_xticklabels)
        1    0.000    0.000    0.000    0.000 axes.py:2476(yaxis_inverted)
        1    0.000    0.000    0.000    0.000 axes.py:2481(get_ybound)
        1    0.000    0.000    0.002    0.002 axes.py:2489(set_ybound)
        3    0.000    0.000    0.000    0.000 axes.py:2513(get_ylim)
        1    0.000    0.000    0.002    0.002 axes.py:2519(set_ylim)
        2    0.000    0.000    0.000    0.000 axes.py:2605(get_yscale)
        1    0.000    0.000    0.000    0.000 axes.py:2628(get_yticks)
        1    0.000    0.000    0.002    0.002 axes.py:2632(set_yticks)
        1    0.000    0.000    0.004    0.004 axes.py:2655(get_yticklabels)
        1    0.000    0.000    0.000    0.000 axes.py:2660(set_yticklabels)
        1    0.000    0.000    0.000    0.000 axes.py:2745(set_navigate)
        1    0.000    0.000    0.000    0.000 axes.py:2759(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 axes.py:2879(set_cursor_props)
        1    0.000    0.000    0.001    0.001 axes.py:3141(text)
        1    0.001    0.001    0.007    0.007 axes.py:332(Axes)
        1    0.000    0.000    0.198    0.198 axes.py:353(__init__)
        1    0.000    0.000    0.000    0.000 axes.py:42(_string_to_bool)
        1    0.006    0.006    0.847    0.847 axes.py:4435(bar)
        5    0.000    0.000    0.000    0.000 axes.py:4535(make_iterable)
        1    0.000    0.000    0.054    0.054 axes.py:494(_init_axis)
        1    0.000    0.000    0.001    0.001 axes.py:504(set_figure)
        1    0.000    0.000    0.001    0.001 axes.py:521(_set_lim_and_transforms)
  220/100    0.001    0.000    0.019    0.000 axes.py:559(get_xaxis_transform)
       24    0.001    0.000    0.005    0.000 axes.py:582(get_xaxis_text1_transform)
       24    0.000    0.000    0.005    0.000 axes.py:606(get_xaxis_text2_transform)
   193/85    0.001    0.000    0.018    0.000 axes.py:630(get_yaxis_transform)
       21    0.000    0.000    0.004    0.000 axes.py:653(get_yaxis_text1_transform)
       21    0.000    0.000    0.005    0.000 axes.py:677(get_yaxis_text2_transform)
        2    0.000    0.000    0.004    0.002 axes.py:702(_update_transScale)
        1    0.000    0.000    0.000    0.000 axes.py:713(get_position)
        1    0.000    0.000    0.000    0.000 axes.py:721(set_position)
        1    0.001    0.001    0.858    0.858 axes.py:7423(hist)
        1    0.000    0.000    0.000    0.000 axes.py:759(set_axes_locator)
        1    0.000    0.000    0.000    0.000 axes.py:768(get_axes_locator)
      102    0.002    0.000    0.007    0.000 axes.py:774(_set_artist_props)
        1    0.000    0.000    0.000    0.000 axes.py:782(_gen_axes_patch)
        1    0.000    0.000    0.003    0.003 axes.py:796(_gen_axes_spines)
        1    0.000    0.000    0.139    0.139 axes.py:815(cla)
        1    0.000    0.000    0.000    0.000 axes.py:8335(SubplotBase)
        1    0.000    0.000    0.199    0.199 axes.py:8342(__init__)
        1    0.000    0.000    0.000    0.000 axes.py:8403(get_subplotspec)
        1    0.000    0.000    0.001    0.001 axes.py:8411(update_params)
        2    0.000    0.000    0.000    0.000 axes.py:8450(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 axes.py:922(ishold)
        3    0.000    0.000    0.000    0.000 axes.py:926(hold)
        1    0.000    0.000    0.000    0.000 axes.py:955(get_aspect)
        1    0.000    0.000    0.000    0.000 axes.py:958(set_aspect)
        2    0.000    0.000    0.022    0.011 axis.py:1069(get_majorticklabels)
        2    0.000    0.000    0.022    0.011 axis.py:1083(get_ticklabels)
        2    0.000    0.000    0.001    0.000 axis.py:1121(get_ticklocs)
       15    0.000    0.000    0.005    0.000 axis.py:1131(_copy_tick_props)
        8    0.000    0.000    0.000    0.000 axis.py:1150(get_major_locator)
        2    0.000    0.000    0.000    0.000 axis.py:1154(get_minor_locator)
       10    0.001    0.000    0.055    0.006 axis.py:1166(get_major_ticks)
        4    0.000    0.000    0.000    0.000 axis.py:1189(get_minor_ticks)
        2    0.000    0.000    0.000    0.000 axis.py:1213(grid)
        3    0.000    0.000    0.000    0.000 axis.py:1249(update_units)
       16    0.000    0.000    0.000    0.000 axis.py:1271(_update_axisinfo)
        3    0.000    0.000    0.000    0.000 axis.py:1301(have_units)
      814    0.008    0.000    0.046    0.000 axis.py:1304(convert_units)
       16    0.000    0.000    0.001    0.000 axis.py:1316(set_units)
       16    0.000    0.000    0.001    0.000 axis.py:1340(set_label_text)
       22    0.000    0.000    0.000    0.000 axis.py:1351(set_major_formatter)
       20    0.000    0.000    0.000    0.000 axis.py:1362(set_minor_formatter)
       22    0.000    0.000    0.000    0.000 axis.py:1373(set_major_locator)
       20    0.000    0.000    0.000    0.000 axis.py:1384(set_minor_locator)
